customerkey,customercode,name,education,occupation
9343,CS20342,Aimee Lu,Partial College,Professional
9344,CS20343,Sierra Hill,Partial College,Professional
9350,CS20349,Nicole Harris,High School,Professional
9352,CS20351,Maria Gonzalez,High School,Professional
9353,CS20352,Melissa Foster,High School,Professional
9357,CS20356,Louis Lu,Partial College,Professional
9358,CS20357,Julian Price,Graduate Degree,Management
9359,CS20358,Brian Murphy,Graduate Degree,Management
9360,CS20359,Rachel Blue,Graduate Degree,Management
9362,CS20361,Jonathon Moreno,Graduate Degree,Management
9363,CS20362,Seth Gonzalez,Graduate Degree,Management
17545,CS28544,Nicolas Shan,Partial College,Clerical
18366,CS29365,Cheryl Carlson,High School,Manual
18371,CS29370,Mason Kelly,Bachelors,Clerical
18375,CS29374,Shane Sai,High School,Manual
18376,CS29375,Sergio Malhotra,High School,Manual
18378,CS29377,Rebekah Carlson,Bachelors,Skilled Manual
18386,CS29385,Don Lal,High School,Manual
18395,CS29394,Raquel Torres,Partial College,Clerical
18410,CS29409,Kelsey Pal,Partial College,Clerical
18411,CS29410,Lucas Price,Partial College,Clerical
18419,CS29418,Lindsey Sharma,High School,Manual
18425,CS29424,Erik Gill,Partial High School,Manual
18429,CS29428,Kristopher Perez,Partial High School,Manual
18431,CS29430,Donna Goel,Partial College,Clerical
18435,CS29434,Donna Yuan,Bachelors,Manual
18436,CS29435,Stanley Rodriguez,Bachelors,Manual
18439,CS29438,Terrance Fernandez,Graduate Degree,Clerical
18441,CS29440,Rafael Cai,Graduate Degree,Clerical
18443,CS29442,Damien Yuan,Bachelors,Manual
17549,CS28548,Krista Ortega,Partial High School,Manual
18372,CS29371,Matthew Walker,High School,Manual
18397,CS29396,Arturo Zeng,Bachelors,Skilled Manual
18407,CS29406,Melissa Ward,Partial High School,Manual
17172,CS28171,Aidan Henderson,Partial College,Skilled Manual
9356,CS20355,Melanie Gray,Partial High School,Skilled Manual
9364,CS20363,Alexander Brown,Bachelors,Management
18437,CS29436,Adriana Raman,Bachelors,Manual
17539,CS28538,Jerome Sanz,Partial High School,Manual
17182,CS28181,Katherine Rodriguez,Partial College,Skilled Manual
18382,CS29381,Melvin Shen,High School,Manual
18418,CS29417,Kellie Vazquez,Partial High School,Manual
18442,CS29441,Adriana Patel,Graduate Degree,Clerical
17544,CS28543,Roger Ye,Partial College,Clerical
4626,CS15625,Clinton Alvarez,Partial College,Clerical
4628,CS15627,Troy Srini,Partial College,Clerical
4629,CS15628,Brianna Sandberg,Bachelors,Skilled Manual
4637,CS15636,David White,Partial College,Clerical
4676,CS15675,Jay Alonso,Graduate Degree,Clerical
4683,CS15682,Heidi Garcia,Bachelors,Management
4685,CS15684,Tyrone Suarez,Partial College,Professional
11433,CS22432,Bridget Xie,High School,Manual
5588,CS16587,Zachary Martinez,Bachelors,Management
11442,CS22441,Andrea Torres,Bachelors,Clerical
11454,CS22453,Dakota Long,Bachelors,Clerical
1549,CS12548,Alexandra Collins,Partial College,Manual
1559,CS12558,Amanda Evans,Bachelors,Clerical
1592,CS12591,Meredith Madan,Graduate Degree,Clerical
1601,CS12600,Larry Romero,Graduate Degree,Clerical
1606,CS12605,Carol Cooper,Bachelors,Clerical
1617,CS12616,Kelsey Tang,Partial College,Manual
1618,CS12617,Jake Ma,Partial College,Manual
1625,CS12624,Jamie Xu,Partial College,Manual
1630,CS12629,Russell Nara,Partial College,Manual
1713,CS12712,Arthur Romero,Partial High School,Manual
1714,CS12713,Deborah Xie,Partial High School,Manual
11437,CS22436,Roger Raji,Bachelors,Clerical
1557,CS12556,Manuel Kapoor,Bachelors,Clerical
1605,CS12604,Nathan Lee,Bachelors,Clerical
4619,CS15618,Gabriel Sharma,Bachelors,Skilled Manual
4627,CS15626,Eduardo White,Partial College,Clerical
4684,CS15683,Jessie Carlson,Partial College,Professional
1547,CS12546,Clarence Andersen,Bachelors,Clerical
3528,CS14527,Kurt Raji,Graduate Degree,Manual
3529,CS14528,Casey Ramos,Graduate Degree,Manual
3538,CS14537,Clayton Cai,Graduate Degree,Clerical
3544,CS14543,Heather Lu,Partial College,Manual
3550,CS14549,Arturo Goel,Partial College,Manual
3689,CS14688,Tabitha Carlson,Partial High School,Manual
3691,CS14690,Drew Rai,Partial High School,Manual
3696,CS14695,Russell Andersen,Partial High School,Manual
3552,CS14551,Michele Vance,Bachelors,Clerical
3527,CS14526,Emily Hall,Graduate Degree,Manual
3542,CS14541,Douglas Kapoor,Graduate Degree,Clerical
3697,CS14696,Shawn Anand,Partial High School,Manual
17633,CS28632,Kathryn Nath,Graduate Degree,Skilled Manual
17634,CS28633,Christina Howard,Graduate Degree,Skilled Manual
17635,CS28634,Nathan Mitchell,Graduate Degree,Skilled Manual
17637,CS28636,Victoria Bryant,Graduate Degree,Skilled Manual
17638,CS28637,Brandon Lee,Graduate Degree,Skilled Manual
17639,CS28638,Alexandra Thompson,Graduate Degree,Skilled Manual
17640,CS28639,Jacqueline Morgan,Graduate Degree,Skilled Manual
17623,CS28622,Julia Cooper,Partial College,Clerical
17624,CS28623,Marcus Turner,Partial College,Clerical
17628,CS28627,Edward Collins,Partial College,Clerical
17629,CS28628,Courtney Phillips,Partial College,Clerical
17630,CS28629,Cynthia Madan,Partial College,Clerical
17029,CS28028,Elijah Allen,High School,Professional
17030,CS28029,Seth Price,High School,Professional
17031,CS28030,Jason Gonzalez,Bachelors,Management
17033,CS28032,Grace Coleman,Bachelors,Management
17034,CS28033,Gavin Jenkins,Bachelors,Management
9488,CS20487,Alexander White,Graduate Degree,Management
9489,CS20488,Cassidy Foster,Graduate Degree,Management
9490,CS20489,Jacob Davis,Bachelors,Management
9491,CS20490,Kaylee Roberts,Graduate Degree,Management
9494,CS20493,Matthew Jackson,Bachelors,Management
9495,CS20494,Jesse Peterson,Bachelors,Management
14345,CS25344,Thomas Baker,High School,Clerical
14346,CS25345,Olivia Powell,Partial High School,Clerical
14347,CS25346,Ian Gonzalez,Partial High School,Clerical
14351,CS25350,Alberto Alonso,Partial High School,Clerical
14352,CS25351,Jordan Phillips,Partial High School,Clerical
14353,CS25352,Brandon Martinez,Partial High School,Clerical
14355,CS25354,Kevin Hughes,Partial High School,Clerical
14356,CS25355,Richard Smith,Partial High School,Clerical
14357,CS25356,Jonathan Miller,Partial High School,Clerical
14358,CS25357,Marcus Foster,Partial High School,Clerical
14360,CS25359,Alex Young,High School,Skilled Manual
14361,CS25360,Mason James,High School,Skilled Manual
14363,CS25362,Makayla Bailey,High School,Skilled Manual
14365,CS25364,Isaac Rogers,High School,Skilled Manual
14366,CS25365,Gabrielle Perry,High School,Skilled Manual
14417,CS25416,Jack Coleman,Partial High School,Clerical
14836,CS25835,Destiny Flores,High School,Professional
14857,CS25856,Benjamin Sharma,High School,Professional
14858,CS25857,Abigail Perry,Partial High School,Clerical
14859,CS25858,Mariah Gonzales,Partial High School,Clerical
14861,CS25860,Justin Thomas,Partial High School,Clerical
14862,CS25861,Garrett Cooper,Partial High School,Skilled Manual
14863,CS25862,Jared Bell,Partial High School,Skilled Manual
14915,CS25914,Seth Hughes,Partial College,Skilled Manual
14916,CS25915,Paige Bryant,Partial College,Skilled Manual
15127,CS26126,Alexandra Bell,High School,Professional
15129,CS26128,Samuel Phillips,High School,Professional
15169,CS26168,Ian Campbell,High School,Skilled Manual
15171,CS26170,Jeremiah Jenkins,High School,Skilled Manual
15175,CS26174,Isaac Adams,High School,Skilled Manual
15176,CS26175,Jose Hughes,High School,Skilled Manual
9487,CS20486,Jack Butler,Graduate Degree,Management
14354,CS25353,Caitlin Stewart,Partial High School,Clerical
14835,CS25834,Jeremy Davis,High School,Professional
14860,CS25859,Mackenzie Peterson,Partial High School,Clerical
17626,CS28625,Logan Griffin,Partial College,Clerical
17027,CS28026,Paige Ross,High School,Professional
9492,CS20491,Dakota Perry,Bachelors,Management
17636,CS28635,Levi Gonzalez,Graduate Degree,Skilled Manual
14344,CS25343,Carol Simmons,Partial High School,Clerical
14359,CS25358,Jade Torres,Partial High School,Clerical
17032,CS28031,Kari Navarro,Bachelors,Management
14349,CS25348,Angela Wood,High School,Skilled Manual
15128,CS26127,Terry Chander,High School,Professional
15170,CS26169,Alexandra White,High School,Skilled Manual
9497,CS20496,Jada Roberts,Bachelors,Management
9502,CS20501,Morgan Nelson,Bachelors,Management
9503,CS20502,John Harris,Bachelors,Management
9505,CS20504,Rakesh Tangirala,High School,Professional
9496,CS20495,Wesley Wang,Bachelors,Management
9504,CS20503,Tony Jai,High School,Professional
5467,CS16466,Alisha Kumar,Partial High School,Manual
5538,CS16537,Arthur Dominguez,Partial College,Manual
5539,CS16538,Stacey Liang,Partial College,Manual
5541,CS16540,Theodore Browning,Partial College,Manual
5553,CS16552,Joe Sanchez,Bachelors,Clerical
5557,CS16556,Angelica Butler,Partial College,Manual
5559,CS16558,Preston Sara,Partial College,Manual
11311,CS22310,Christina Sanders,Partial High School,Manual
5540,CS16539,Christy Li,Partial College,Manual
5573,CS16572,Jon Xu,High School,Manual
5550,CS16549,Linda Moreno,Bachelors,Clerical
11318,CS22317,Karla Nath,Partial High School,Manual
2599,CS13598,Keith Luo,Partial College,Professional
2608,CS13607,Levi Rana,High School,Management
2609,CS13608,Karla Kumar,High School,Management
11388,CS22387,Audrey Romero,Graduate Degree,Clerical
11390,CS22389,Edwin Luo,Bachelors,Clerical
11391,CS22390,Kelvin Zheng,Bachelors,Clerical
11394,CS22393,Chelsea Perez,Partial College,Manual
11399,CS22398,Sheila Moreno,Partial College,Manual
11415,CS22414,Eugene Wu,Partial College,Manual
11416,CS22415,Natalie Phillips,Bachelors,Clerical
3183,CS14182,Steve Lin,Partial College,Professional
11392,CS22391,Angela Watson,Partial College,Manual
11387,CS22386,Jerome Gill,Graduate Degree,Clerical
6531,CS17530,Devin Wood,High School,Professional
6533,CS17532,Nathan Patterson,High School,Professional
6534,CS17533,Fernando Baker,Partial College,Professional
6535,CS17534,Robert Griffin,Partial College,Professional
6536,CS17535,Colleen Guo,Partial College,Professional
6542,CS17541,Kristen Zeng,High School,Skilled Manual
144,CS11143,Jonathan Henderson,High School,Skilled Manual
145,CS11144,Edward Hernandez,High School,Skilled Manual
146,CS11145,Jasmine Coleman,High School,Skilled Manual
153,CS11152,James Williams,High School,Skilled Manual
154,CS11153,Angela James,High School,Skilled Manual
155,CS11154,Megan Walker,Partial College,Skilled Manual
157,CS11156,Maria Roberts,Partial College,Skilled Manual
10417,CS21416,Ryan Butler,Partial College,Professional
10418,CS21417,Gabrielle Torres,Partial College,Professional
10421,CS21420,Isabella Carter,Partial High School,Skilled Manual
10422,CS21421,Ashley Ross,High School,Professional
10423,CS21422,Karen Wood,Bachelors,Management
10426,CS21425,Carlos Hall,High School,Professional
10427,CS21426,Jon Raje,High School,Professional
10429,CS21428,Jada Brooks,Partial College,Professional
10430,CS21429,Isabella Sandberg,Partial College,Professional
10431,CS21430,Savannah Morgan,Graduate Degree,Management
10438,CS21437,Whitney Sara,Bachelors,Professional
10439,CS21438,Edward Price,Bachelors,Professional
159,CS11158,Jason Wright,High School,Skilled Manual
161,CS11160,Maurice Tang,Partial College,Skilled Manual
162,CS11161,Emily Wood,Partial College,Skilled Manual
163,CS11162,Chase Cox,Partial College,Skilled Manual
164,CS11163,Gabriel Wang,Partial College,Skilled Manual
166,CS11165,Jocelyn Alexander,Partial College,Skilled Manual
167,CS11166,Ashley Martinez,Partial College,Skilled Manual
168,CS11167,Jasmine Barnes,Bachelors,Management
169,CS11168,David Rodriguez,Bachelors,Management
170,CS11169,Bryce Richardson,Bachelors,Management
172,CS11171,Jonathan Hill,Bachelors,Management
173,CS11172,Gabrielle Adams,Bachelors,Management
176,CS11175,Luis Wang,Partial College,Skilled Manual
179,CS11178,Nathan Johnson,Graduate Degree,Management
9465,CS20464,Amy Lu,Partial College,Professional
9466,CS20465,Isabel Henderson,Bachelors,Management
9467,CS20466,Benjamin Jai,Partial College,Professional
9468,CS20467,Gabrielle Bennett,High School,Professional
9470,CS20469,Manuel Suri,Partial College,Professional
9472,CS20471,Carlos Gonzalez,Graduate Degree,Management
1181,CS12180,Holly Mehta,Graduate Degree,Management
1185,CS12184,Isaiah Perez,Partial College,Professional
1187,CS12186,Bryant Srini,Partial College,Professional
1188,CS12187,Ruben Subram,Partial College,Professional
1192,CS12191,Melissa Washington,Partial High School,Skilled Manual
1193,CS12192,Jocelyn Hayes,Partial High School,Skilled Manual
183,CS11182,Stephanie Torres,Bachelors,Management
185,CS11184,Meghan Hernandez,Bachelors,Management
187,CS11186,Sarah Price,Bachelors,Management
188,CS11187,Jennifer Cooper,Graduate Degree,Management
190,CS11189,Lawrence Blanco,Graduate Degree,Management
191,CS11190,Carson Bryant,Bachelors,Management
10441,CS21440,Ian Morgan,Bachelors,Professional
10443,CS21442,Savannah Cook,Bachelors,Management
10444,CS21443,Zoe Morgan,Bachelors,Management
10446,CS21445,Madeline Evans,Graduate Degree,Management
10425,CS21424,Emily Alexander,High School,Professional
10428,CS21427,Kelly Foster,Partial College,Professional
10437,CS21436,Brandi Serrano,Bachelors,Professional
160,CS11159,Brianna Hughes,High School,Skilled Manual
1186,CS12185,Kaitlyn Patterson,Partial College,Professional
10433,CS21432,Melanie Ward,Bachelors,Management
165,CS11164,Devin Brooks,Partial College,Skilled Manual
171,CS11170,Carol Howard,Bachelors,Management
9464,CS20463,Jasmine Bryant,High School,Professional
184,CS11183,Jasmine Lee,Bachelors,Management
10440,CS21439,Thomas Clark,Bachelors,Professional
156,CS11155,Hunter Robinson,Partial College,Skilled Manual
6532,CS17531,Isaac Ramirez,High School,Professional
6541,CS17540,Gloria Gutierrez,High School,Skilled Manual
189,CS11188,Catherine Morris,Graduate Degree,Management
10445,CS21444,Blake Lopez,Bachelors,Management
17086,CS28085,Jeremiah Evans,High School,Skilled Manual
17087,CS28086,Bridget Anand,Partial College,Skilled Manual
17088,CS28087,Maria Simmons,Partial College,Skilled Manual
17089,CS28088,Marshall Lal,Partial College,Skilled Manual
17091,CS28090,Edward Walker,Partial College,Skilled Manual
17098,CS28097,Jennifer Barnes,Partial College,Skilled Manual
673,CS11672,Chad Jai,Bachelors,Skilled Manual
674,CS11673,Susan Ye,Bachelors,Skilled Manual
675,CS11674,Morgan Rogers,Graduate Degree,Professional
676,CS11675,Devin Martinez,Graduate Degree,Professional
679,CS11678,Johnny Chavez,Graduate Degree,Professional
680,CS11679,Dalton Richardson,Graduate Degree,Professional
681,CS11680,Kaylee Nelson,Graduate Degree,Professional
1440,CS12439,Megan Bennett,Partial College,Clerical
1441,CS12440,Francisco Chandra,Partial College,Clerical
1442,CS12441,Trevor Simmons,Partial College,Clerical
1443,CS12442,Allison Richardson,Partial College,Clerical
1446,CS12445,Cameron Taylor,Partial College,Clerical
1447,CS12446,Jasmine Hall,Partial College,Clerical
649,CS11648,Kevin Scott,Graduate Degree,Professional
650,CS11649,Ian White,Graduate Degree,Professional
651,CS11650,Caleb Hayes,Graduate Degree,Professional
654,CS11653,Sydney Peterson,Graduate Degree,Professional
655,CS11654,Ariana Sanchez,Graduate Degree,Professional
656,CS11655,Tamara Sharma,Graduate Degree,Professional
657,CS11656,Katelyn Perez,Graduate Degree,Professional
658,CS11657,Megan Cox,Graduate Degree,Professional
663,CS11662,Ethan Kumar,Graduate Degree,Professional
665,CS11664,Alyssa Morgan,Graduate Degree,Professional
666,CS11665,Janet Dominguez,Graduate Degree,Professional
667,CS11666,Angel Baker,Graduate Degree,Professional
668,CS11667,Blake Moore,Bachelors,Skilled Manual
670,CS11669,Isabella Simmons,Bachelors,Skilled Manual
671,CS11670,Jacqueline Perry,Bachelors,Skilled Manual
672,CS11671,Jessica Brown,Bachelors,Skilled Manual
10584,CS21583,Jaclyn Lal,Bachelors,Skilled Manual
10585,CS21584,Gavin Bryant,Bachelors,Skilled Manual
10586,CS21585,Trinity Gray,Bachelors,Skilled Manual
10588,CS21587,Jenna Roberts,Graduate Degree,Skilled Manual
10589,CS21588,Theodore Martin,Graduate Degree,Skilled Manual
1449,CS12448,Hailey Cox,Graduate Degree,Skilled Manual
1451,CS12450,Cody Cook,Graduate Degree,Skilled Manual
1453,CS12452,Sean Sanchez,Graduate Degree,Skilled Manual
1454,CS12453,Madison Bennett,Graduate Degree,Skilled Manual
1456,CS12455,Benjamin Lewis,Graduate Degree,Skilled Manual
9473,CS20472,Edward Coleman,Partial College,Professional
9474,CS20473,Mason Rivera,Partial College,Professional
9475,CS20474,Edward Turner,Bachelors,Management
9481,CS20480,Carlos Cox,High School,Skilled Manual
9482,CS20481,Jordan Edwards,High School,Skilled Manual
9483,CS20482,Gina Diaz,Bachelors,Professional
10601,CS21600,Alexa Bell,Bachelors,Skilled Manual
10602,CS21601,Jacqueline Bell,Bachelors,Skilled Manual
10603,CS21602,Manuel Malhotra,Bachelors,Skilled Manual
10604,CS21603,Seth Barnes,Bachelors,Skilled Manual
10606,CS21605,Brittney Ye,Graduate Degree,Professional
10607,CS21606,Connor Roberts,Graduate Degree,Professional
10608,CS21607,Bryce Torres,Graduate Degree,Professional
682,CS11681,Abigail Jones,Graduate Degree,Professional
683,CS11682,Kaitlyn Hall,Graduate Degree,Professional
684,CS11683,Greg Taylor,Graduate Degree,Professional
10591,CS21590,Taylor Gonzales,Bachelors,Skilled Manual
10592,CS21591,Clayton Goel,Bachelors,Skilled Manual
10593,CS21592,Christina Reed,Bachelors,Skilled Manual
10594,CS21593,Marcus Roberts,Bachelors,Skilled Manual
10597,CS21596,Luke Wright,Graduate Degree,Professional
10598,CS21597,Jose Jones,Graduate Degree,Professional
10599,CS21598,Chloe Perez,Graduate Degree,Professional
1444,CS12443,Garrett James,Partial College,Clerical
659,CS11658,Robert Mitchell,Graduate Degree,Professional
10600,CS21599,Sara Lopez,Graduate Degree,Professional
17097,CS28096,Alexandra Stewart,Partial College,Skilled Manual
